RES_ID,Fecha_Viaje,Fecha_Reserva,Lead_Time_Dias,Noches_Estancia,Barco,Compañia,Tipo_Ruta,Suite_Type,Booking_Source,Package,Guest_Country,Cabinas_Totales_Barco,Cabinas_Reservadas,Porcentaje_Ocupacion_Ciclo,Pasajeros_Reserva,Tripulacion,Ingreso_Total_Reserva_USD,Gasto_Promedio_Diario_Huesped_USD,Puntuacion_Satisfaccion
RES-65514,6/27/2021,1/18/2021,160,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive,UK,2732,1,94.87,2,1500,3210.62,134.83,4.3
RES-65515,6/27/2021,4/12/2021,76,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive,USA,2732,1,94.87,1,1500,2209.2,126.6,4
RES-65516,6/27/2021,12/26/2020,183,7,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,All Inclusive + EXC,Italy,2732,2,94.87,2,1500,4574.5,137.75,4.4
RES-65517,6/27/2021,3/12/2021,107,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,Mexico,2732,1,94.87,1,1500,2373.42,150.06,4.3
RES-65518,6/27/2021,4/3/2021,85,7,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,Full Board,USA,2732,1,94.87,1,1500,2341.85,145.55,4.2
RES-65519,6/27/2021,3/14/2021,105,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive + EXC,USA,2732,1,94.87,1,1500,2238.88,130.84,4
RES-65520,6/27/2021,3/5/2021,114,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive + EXC,UK,2732,2,94.87,4,1500,6351.24,132.33,4
RES-65521,7/2/2021,2/18/2021,134,5,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,B2B,Full Board,Spain,2626,1,97.38,2,2138,2623.9,167.89,4.7
RES-65522,7/2/2021,3/8/2021,116,5,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,Mexico,2626,1,97.38,1,2138,1848.3,180.66,4.9
RES-65523,7/2/2021,2/20/2021,132,5,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,All Inclusive,Canada,2626,1,97.38,1,2138,1772.15,165.43,4.5
RES-65524,7/2/2021,4/3/2021,90,5,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,B2B,Full Board,Spain,2626,2,97.38,2,2138,3605.4,171.54,4.4
RES-65525,7/2/2021,1/16/2021,167,5,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Direct,All Inclusive,USA,2626,1,97.38,1,2138,1787.55,168.51,4.7
RES-65526,7/2/2021,2/10/2021,142,5,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Web,Full Board,Spain,2626,1,97.38,1,2138,1757.9,162.58,4.5
RES-65527,7/2/2021,12/27/2020,187,5,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,USA,2626,2,97.38,4,2138,5266.4,168.82,4.4
RES-65528,7/2/2021,4/12/2021,81,5,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Web,Full Board + EXC,UK,2626,1,97.38,1,2138,1836.5,178.3,4.2
RES-65529,7/2/2021,1/29/2021,154,5,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Direct,Full Board,Italy,2626,1,97.38,1,2138,1748.45,160.69,4.5
RES-65530,7/2/2021,2/7/2021,145,5,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,B2B,Full Board + EXC,Germany,2626,2,97.38,4,2138,5341.2,172.56,4.3
RES-65531,7/2/2021,4/1/2021,92,5,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,Full Board,USA,2626,1,97.38,3,2138,3315.45,158.03,4.5
RES-65532,7/2/2021,3/1/2021,123,5,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,UK,2626,1,97.38,2,2138,2545.3,160.03,4.7
RES-65533,7/2/2021,3/13/2021,111,5,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,Full Board,USA,2626,1,97.38,1,2138,1866.25,184.25,4.5
RES-65534,7/2/2021,1/8/2021,175,5,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Web,Full Board,USA,2626,1,97.38,2,2138,2637.3,169.23,4.4
RES-65535,7/2/2021,3/8/2021,116,5,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,Full Board,Canada,2626,1,97.38,1,2138,1861.2,183.24,4.5
RES-65536,7/2/2021,1/4/2021,179,6,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive,France,2805,1,96.98,2,2350,3654.96,210.08,4.9
RES-65537,7/2/2021,1/12/2021,171,6,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,All Inclusive,USA,2805,1,96.98,2,2350,3615.12,206.76,4.7
RES-65538,7/2/2021,2/28/2021,124,6,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive + EXC,USA,2805,1,96.98,1,2350,2359.92,204.32,4.8
RES-65539,7/2/2021,12/19/2020,195,6,Icon of the Seas,Royal Caribbean,Caribe,Interior,Direct,All Inclusive + EXC,UK,2805,1,96.98,2,2350,3711.96,214.83,4.6
RES-65540,7/2/2021,2/10/2021,142,6,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Direct,All Inclusive,USA,2805,1,96.98,2,2350,3486.96,196.08,4.8
RES-65541,7/2/2021,3/10/2021,114,6,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board,UK,2805,1,96.98,2,2350,3751.68,218.14,4.8
RES-65542,7/2/2021,12/24/2020,190,6,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Web,Full Board,USA,2805,1,96.98,2,2350,3673.44,211.62,4.8
RES-65543,7/2/2021,4/9/2021,84,6,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Web,All Inclusive + EXC,France,2805,1,96.98,2,2350,3408.48,189.54,4.9
RES-65544,7/2/2021,3/2/2021,122,6,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board,Spain,2805,1,96.98,1,2350,2243.4,184.9,4.9
RES-65545,7/2/2021,3/24/2021,100,6,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,Full Board + EXC,Spain,2805,1,96.98,2,2350,3627,207.75,4.8
RES-65546,7/2/2021,3/24/2021,100,6,Icon of the Seas,Royal Caribbean,Caribe,Interior,Direct,All Inclusive,Germany,2805,1,96.98,2,2350,3681,212.25,4.8
RES-65547,7/2/2021,4/26/2021,67,6,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,B2B,All Inclusive,USA,2805,1,96.98,1,2350,2360.46,204.41,4.7
RES-65548,7/2/2021,5/16/2021,47,6,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,All Inclusive + EXC,Canada,2805,1,96.98,1,2350,2370.6,206.1,4.8
RES-65549,7/2/2021,4/21/2021,72,6,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,All Inclusive + EXC,USA,2805,1,96.98,1,2350,2354.1,203.35,4.8
RES-65550,7/2/2021,1/14/2021,169,6,Icon of the Seas,Royal Caribbean,Caribe,Suite,Direct,All Inclusive,Italy,2805,1,96.98,2,2350,3450.24,193.02,4.9
RES-65551,7/2/2021,2/26/2021,126,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,Spain,1643,1,99.08,1,1388,3287.1,139.71,4.3
RES-65552,7/2/2021,2/6/2021,146,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,Spain,1643,2,99.08,4,1388,10240.8,161.52,4.6
RES-65553,7/2/2021,4/24/2021,69,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board + EXC,USA,1643,1,99.08,1,1388,3456.2,156.62,4.5
RES-65554,7/2/2021,3/4/2021,120,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board + EXC,UK,1643,1,99.08,1,1388,3278.3,138.83,4.3
RES-65555,7/2/2021,3/18/2021,106,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,Full Board,UK,1643,1,99.08,2,1388,5130.4,162.02,4.6
RES-65556,7/2/2021,4/2/2021,91,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board + EXC,UK,1643,1,99.08,1,1388,3518.1,162.81,4.2
RES-65557,7/2/2021,3/29/2021,95,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,Germany,1643,1,99.08,2,1388,5156.4,163.32,4.6
RES-65558,7/2/2021,2/21/2021,131,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,All Inclusive + EXC,Spain,1643,1,99.08,2,1388,4782.2,144.61,4.5
RES-65559,7/2/2021,2/24/2021,128,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Web,Full Board,France,1643,1,99.08,2,1388,5102.8,160.64,4.4
RES-65560,7/2/2021,3/3/2021,121,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive,USA,1643,1,99.08,2,1388,5004.4,155.72,4.5
RES-65561,7/2/2021,12/13/2020,201,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,Spain,1643,1,99.08,2,1388,4719.2,141.46,4.5
RES-65562,7/2/2021,1/14/2021,169,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive,USA,1643,1,99.08,2,1388,4863.6,148.68,4.5
RES-65563,7/2/2021,2/22/2021,130,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board,Germany,1643,1,99.08,2,1388,4644,137.7,4.3
RES-65564,7/2/2021,4/20/2021,73,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,All Inclusive,Germany,1643,1,99.08,1,1388,3329.4,143.94,4.6
RES-65565,7/2/2021,1/6/2021,177,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board + EXC,Germany,1643,1,99.08,2,1388,4880.4,149.52,4.7
RES-65566,7/2/2021,1/20/2021,163,5,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,Mexico,1250,1,100,1,1458,2052.95,221.59,4.6
RES-65567,7/2/2021,3/9/2021,115,5,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,UK,1250,1,100,1,1458,1967.55,204.51,4.9
RES-65568,7/2/2021,3/16/2021,108,5,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board,USA,1250,2,100,4,1458,6345,222.75,5
RES-65569,7/2/2021,12/9/2020,205,5,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,Italy,1250,1,100,2,1458,3135.6,219.06,4.7
RES-65570,7/2/2021,4/23/2021,70,5,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,Full Board + EXC,USA,1250,1,100,1,1458,1959.6,202.92,4.8
RES-65571,7/2/2021,2/1/2021,151,5,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,Full Board + EXC,USA,1250,1,100,2,1458,3112.3,216.73,5
RES-65572,7/2/2021,4/17/2021,76,5,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,USA,1250,1,100,1,1458,1989.4,208.88,5
RES-65573,7/2/2021,1/29/2021,154,5,Disney Dream,Disney Cruise Line,Bahamas,Suite,Direct,All Inclusive + EXC,Germany,1250,1,100,2,1458,3018.9,207.39,5
RES-65574,7/2/2021,3/15/2021,109,5,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,Spain,1250,2,100,2,1458,4053.4,216.34,4.8
RES-65575,7/2/2021,4/15/2021,78,5,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,USA,1250,1,100,1,1458,2075.25,226.05,4.7
RES-65576,7/2/2021,4/19/2021,74,5,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,Full Board,Germany,1250,1,100,1,1458,2065.2,224.04,5
RES-65577,7/2/2021,3/9/2021,115,5,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,UK,1250,1,100,2,1458,3092,214.7,5
RES-65578,7/2/2021,2/9/2021,143,5,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,All Inclusive + EXC,USA,1250,1,100,2,1458,3075.6,213.06,4.7
RES-65579,7/2/2021,5/11/2021,52,5,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,Spain,1250,1,100,1,1458,1940.85,199.17,5
RES-65580,7/2/2021,3/2/2021,122,5,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive + EXC,Mexico,1250,1,100,1,1458,2020.25,215.05,5
RES-65581,7/2/2021,1/25/2021,158,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,Spain,2612,1,91.03,2,1688,3420.62,149.83,4.2
RES-65582,7/2/2021,3/10/2021,114,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,All Inclusive,Italy,2612,1,91.03,1,1688,2245.6,131.8,4.2
RES-65583,7/2/2021,3/19/2021,105,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,Full Board + EXC,UK,2612,1,91.03,1,1688,2458.89,162.27,4.2
RES-65584,7/2/2021,3/17/2021,107,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive,Germany,2612,1,91.03,2,1688,3352.02,144.93,4.3
RES-65585,7/2/2021,4/11/2021,82,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,All Inclusive + EXC,USA,2612,2,91.03,2,1688,4856.46,157.89,4.2
RES-65586,7/2/2021,2/27/2021,125,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,All Inclusive + EXC,Spain,2612,2,91.03,2,1688,4705.82,147.13,4.5
RES-65587,7/2/2021,1/17/2021,166,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive,USA,2612,1,91.03,2,1688,3396.26,148.09,4.1
RES-65588,7/2/2021,3/17/2021,107,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,All Inclusive + EXC,Germany,2612,1,91.03,1,1688,2386.09,151.87,4.3
RES-65589,7/2/2021,2/15/2021,137,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,UK,2612,1,91.03,1,1688,2402.19,154.17,4.1
RES-65590,7/2/2021,1/28/2021,155,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive,Spain,2612,1,91.03,1,1688,2405.76,154.68,4.4
RES-65591,7/2/2021,1/2/2021,181,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive + EXC,Germany,2612,1,91.03,1,1688,2256.73,133.39,4.4
RES-65592,7/2/2021,2/11/2021,141,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Direct,All Inclusive,USA,2612,1,91.03,1,1688,2304.54,140.22,4.1
RES-65593,7/2/2021,2/9/2021,143,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,All Inclusive,Mexico,2612,1,91.03,3,1688,4278.12,140.72,4.1
RES-65594,7/2/2021,4/11/2021,82,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,All Inclusive + EXC,USA,2612,1,91.03,1,1688,2420.32,156.76,4.1
RES-65595,7/2/2021,2/10/2021,142,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,Spain,2612,1,91.03,1,1688,2312.94,141.42,4.2
RES-65596,7/2/2021,1/18/2021,165,8,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board,Germany,1646,1,100,1,1416,2963.68,181.46,4.4
RES-65597,7/2/2021,3/31/2021,93,8,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive + EXC,USA,1646,1,100,1,1416,2936.32,178.04,4.9
RES-65598,7/2/2021,3/29/2021,95,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive,USA,1646,2,100,2,1416,5930.88,181.68,4.5
RES-65599,7/2/2021,2/27/2021,125,8,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive,USA,1646,2,100,2,1416,6037.44,188.34,4.5
RES-65600,7/2/2021,1/1/2021,182,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,Mexico,1646,1,100,1,1416,2929.04,177.13,4.5
RES-65601,7/2/2021,2/8/2021,144,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,USA,1646,2,100,4,1416,9045.44,188.17,4.7
RES-65602,7/2/2021,2/20/2021,132,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,UK,1646,1,100,2,1416,4481.12,185.57,4.9
RES-65603,7/2/2021,3/19/2021,105,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive + EXC,USA,1646,1,100,1,1416,2976.88,183.11,4.7
RES-65604,7/2/2021,12/31/2020,183,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,USA,1646,1,100,1,1416,3193.04,210.13,4.7
RES-65605,7/2/2021,1/27/2021,156,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,Germany,1646,1,100,1,1416,3008.64,187.08,4.7
RES-65606,7/2/2021,3/11/2021,113,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,Germany,1646,1,100,2,1416,4402.4,180.65,4.8
RES-65607,7/2/2021,1/10/2021,173,8,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive + EXC,USA,1646,1,100,1,1416,3063.92,193.99,4.7
RES-65608,7/2/2021,2/28/2021,124,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board + EXC,Germany,1646,2,100,4,1416,8977.28,186.04,4.9
RES-65609,7/2/2021,1/3/2021,180,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,UK,1646,1,100,2,1416,4229.12,169.82,4.8
RES-65610,7/2/2021,2/27/2021,125,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive + EXC,USA,1646,1,100,1,1416,2905.92,174.24,4.8
RES-65611,7/2/2021,2/21/2021,131,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Direct,All Inclusive,Italy,1347,1,97.16,2,1253,8671.32,215.19,4.7
RES-65612,7/2/2021,2/27/2021,125,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,All Inclusive + EXC,UK,1347,1,97.16,2,1253,9426.76,242.17,4.8
RES-65613,7/2/2021,2/24/2021,128,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Direct,All Inclusive,USA,1347,1,97.16,1,1253,6048.42,243.03,4.9
RES-65614,7/2/2021,4/13/2021,80,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive + EXC,USA,1347,1,97.16,2,1253,9027.48,227.91,4.8
RES-65615,7/2/2021,3/13/2021,111,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Web,Full Board,USA,1347,1,97.16,1,1253,5948.88,235.92,4.9
RES-65616,7/2/2021,4/24/2021,69,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Web,Full Board,Spain,1347,1,97.16,2,1253,9267.44,236.48,4.5
RES-65617,7/2/2021,12/21/2020,193,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Direct,Full Board,USA,1347,2,97.16,2,1253,11753.84,230.78,4.7
RES-65618,7/2/2021,1/11/2021,172,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,All Inclusive,USA,1347,1,97.16,1,1253,5811.82,226.13,5
RES-65619,7/2/2021,4/25/2021,68,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive,USA,1347,1,97.16,2,1253,9614.36,248.87,4.8
RES-65620,7/2/2021,1/7/2021,176,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive + EXC,UK,1347,2,97.16,2,1253,11645.2,226.9,4.9
RES-65621,7/2/2021,2/20/2021,132,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive + EXC,Spain,1347,1,97.16,1,1253,5997.46,239.39,4.7
RES-65622,7/2/2021,12/15/2020,199,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,All Inclusive,USA,1347,1,97.16,1,1253,6416.2,269.3,4.8
RES-65623,7/2/2021,2/26/2021,126,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,All Inclusive + EXC,Spain,1347,1,97.16,2,1253,9396.8,241.1,4.7
RES-65624,7/2/2021,2/8/2021,144,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Web,Full Board,USA,1347,2,97.16,2,1253,12757.36,266.62,5
RES-65625,7/2/2021,2/18/2021,134,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive,Spain,1347,1,97.16,2,1253,9530.08,245.86,4.9
RES-65626,7/2/2021,2/11/2021,141,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board,USA,2732,1,100,2,1500,3211.74,134.91,4.6
RES-65627,7/2/2021,2/4/2021,148,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,France,2732,1,100,3,1500,3946.11,124.91,4.4
RES-65628,7/2/2021,1/11/2021,172,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,UK,2732,1,100,2,1500,3133.34,129.31,4.5
RES-65629,7/2/2021,2/13/2021,139,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board + EXC,Germany,2732,1,100,1,1500,2364.67,148.81,4.2
RES-65630,7/2/2021,2/24/2021,128,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,UK,2732,1,100,1,1500,2245.25,131.75,4.5
RES-65631,7/2/2021,2/1/2021,151,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive,USA,2732,2,100,4,1500,6401.92,134.14,4.5
RES-65632,7/2/2021,2/21/2021,131,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,Germany,2732,2,100,2,1500,4532.64,134.76,4.6
RES-65633,7/2/2021,2/1/2021,151,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board,USA,2732,1,100,1,1500,2235.87,130.41,4.3
RES-65634,7/2/2021,12/28/2020,186,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,USA,2732,1,100,1,1500,2276.19,136.17,4.4
RES-65635,7/2/2021,1/21/2021,162,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,USA,2732,1,100,1,1500,2283.75,137.25,4.2
RES-65636,7/2/2021,5/12/2021,51,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Direct,Full Board,USA,2732,1,100,2,1500,3014.62,120.83,4.3
RES-65637,7/2/2021,12/7/2020,207,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive + EXC,Italy,2732,1,100,1,1500,2268.07,135.01,4.4
RES-65638,7/2/2021,2/6/2021,146,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,Germany,2732,1,100,2,1500,3248.84,137.56,4.3
RES-65639,7/2/2021,4/3/2021,90,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive + EXC,France,2732,2,100,4,1500,6774.88,147.46,4.6
RES-65640,7/2/2021,1/24/2021,159,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,USA,2732,1,100,2,1500,3164.98,131.57,4.4
RES-65641,7/3/2021,2/20/2021,133,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,France,2626,2,100,2,2138,7191.6,170.58,4.4
RES-65642,7/3/2021,3/27/2021,98,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,Spain,2626,1,100,3,2138,7216.2,177.54,4.4
RES-65643,7/3/2021,1/22/2021,162,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,France,2626,2,100,2,2138,7283.2,175.16,4.5
RES-65644,7/3/2021,2/20/2021,133,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Direct,All Inclusive,USA,2626,1,100,2,2138,5435,177.25,4.5
RES-65645,7/3/2021,3/8/2021,117,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,Canada,2626,2,100,4,2138,10798.8,175.47,4.6
RES-65646,7/3/2021,1/13/2021,171,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,USA,2626,1,100,2,2138,5042.2,157.61,4.6
RES-65647,7/3/2021,12/31/2020,184,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,France,2626,1,100,1,2138,3611,172.1,4.3
RES-65648,7/3/2021,3/20/2021,105,10,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive + EXC,Germany,2626,1,100,1,2138,3546.7,165.67,4.6
RES-65649,7/3/2021,3/20/2021,105,10,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,All Inclusive + EXC,UK,2626,1,100,2,2138,4955,153.25,4.4
RES-65650,7/3/2021,3/19/2021,106,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,USA,2626,2,100,6,2138,13960.2,169.67,4.3
RES-65651,7/3/2021,3/30/2021,95,10,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Direct,Full Board,Germany,2626,1,100,2,2138,5370.4,174.02,4.5
RES-65652,7/3/2021,1/20/2021,164,10,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,All Inclusive,Germany,2626,1,100,2,2138,5259,168.45,4.9
RES-65653,7/3/2021,1/27/2021,157,10,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Direct,All Inclusive,Canada,2626,1,100,2,2138,5048.4,157.92,4.4
RES-65654,7/3/2021,12/28/2020,187,10,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,France,2626,2,100,4,2138,10736.4,173.91,4.5
RES-65655,7/3/2021,2/9/2021,144,10,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,Full Board,USA,2626,1,100,2,2138,5643.8,187.69,4.4
RES-65656,7/3/2021,2/21/2021,132,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board + EXC,Mexico,2805,1,93.07,1,2350,2753.38,204.34,5
RES-65657,7/3/2021,2/5/2021,148,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,All Inclusive,Spain,2805,1,93.07,2,2350,4070.08,196.22,4.8
RES-65658,7/3/2021,4/16/2021,78,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board,Spain,2805,2,93.07,2,2350,5312.16,190.44,4.8
RES-65659,7/3/2021,2/5/2021,148,7,Icon of the Seas,Royal Caribbean,Caribe,Suite,B2B,All Inclusive,USA,2805,1,93.07,1,2350,2770.25,206.75,4.9
RES-65660,7/3/2021,3/8/2021,117,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive,USA,2805,1,93.07,2,2350,4152.26,202.09,4.6
